No,Title,Short description,Image Link,Image caption
SF61,अर्जुन रणतुंगा,"देशमान्य अर्जुन रणतुंगा श्रीलंका के पूर्व क्रिकेटर और 1996 के क्रिकेट विश्व कप विजेता श्रीलंका के कप्तान हैं। अक्सर कैप्टन कूल के नाम से जाने जाने वाले, उन्हें श्रीलंकाई क्रिकेट को अंडरडॉग की स्थिति से उठाने के लिए अग्रणी माना जाता है। रणतुंगा ने अपने राजनीतिक करियर की शुरुआत 2005 में की थी, और वर्तमान में परिवहन और नागरिक उड्डयन के कैबिनेट मंत्री हैं।",https://en.wikipedia.org/wiki/Arjuna_Ranatunga#/media/File:Arjuna_Ranatunga.jpg,अर्जुन रणतुंगा
SF62,कुमार संगकारा,कुमार संगकारा एक श्रीलंकाई क्रिकेट कमेंटेटर और पूर्व क्रिकेटर और श्रीलंकाई राष्ट्रीय टीम के कप्तान हैं। उन्हें व्यापक रूप से दुनिया के सबसे प्रभावशाली क्रिकेटरों में से एक और सर्वकालिक महान बल्लेबाजों में से एक माना जाता है।,https://en.wikipedia.org/wiki/Kumar_Sangakkara#/media/File:Sangakkara_(portrait).jpg,कुमार संगकारा
SF63,क्लाइव लॉयड,क्लाइव हुबर्ट लॉयड सीबीई एओ वेस्टइंडीज के पूर्व क्रिकेटर हैं। 1971 में उन्हें विजडन क्रिकेटर ऑफ द ईयर नामित किया गया था। उन्होंने 1974 और 1985 के बीच वेस्टइंडीज की कप्तानी की और दबदबे वाला टेस्ट खेलने वाला देश बनने के लिए उसका नेतृत्व किया।,https://en.wikipedia.org/wiki/Clive_Lloyd#/media/File:Clive_Lloyd_at_%27Idea_Champions_Of_The_World%27_press_meet.jpg,क्लाइव लॉयड
SF64,कर्टली एम्ब्रोस,"सर कर्टली एलकन लिनवाल एम्ब्रोस, केसीएन एंटीगुआ के पूर्व क्रिकेटर हैं जिन्होंने वेस्टइंडीज के लिए 98 टेस्ट मैच खेले। एक तेज़ गेंदबाज़, उन्होंने 20.99 की औसत से 405 टेस्ट विकेट लिए और अपने करियर के लिए आईसीसी प्लेयर रैंकिंग में सबसे ऊपर रहे और उन्हें दुनिया का सर्वश्रेष्ठ गेंदबाज माना गया। ",https://en.wikipedia.org/wiki/Curtly_Ambrose#/media/File:Curtly_ambrose2_crop.jpg,कर्टली एम्ब्रोस
SF65,विव रिचर्ड्स,"सर आइजैक विवियन अलेक्जेंडर रिचर्ड्स, केएनएच, ओबीई, जिन्हें विव रिचर्ड्स के नाम से जाना जाता है, एक एंटीगुअन पूर्व क्रिकेटर हैं, जिन्होंने टेस्ट और अंतरराष्ट्रीय स्तर पर वेस्टइंडीज का प्रतिनिधित्व किया। उन्हें सर्वकालिक महान बल्लेबाजों में से एक माना जाता है।",https://en.wikipedia.org/wiki/Viv_Richards#/media/File:Vivian_richards_crop.jpg,विव रिचर्ड्स
SF66,वकार यूनिस,"वकार यूनिस एक पाकिस्तानी ऑस्ट्रेलियाई क्रिकेट कोच, कमेंटेटर और पूर्व क्रिकेटर हैं जिन्होंने पाकिस्तान की राष्ट्रीय क्रिकेट टीम की कप्तानी की। दाएं हाथ के तेज गेंदबाज, वकार को अब तक के सबसे महान गेंदबाजों में से एक माना जाता है। वह पाकिस्तानी क्रिकेट टीम के पूर्व कोच भी हैं।",https://en.wikipedia.org/wiki/Waqar_Younis#/media/File:Waqar_younis.jpg,वकार युनिस
SF67,ब्रायन लारा,"ब्रायन चार्ल्स लारा, टीसी, ओसीसी, एएम एक त्रिनिदादी पूर्व अंतरराष्ट्रीय क्रिकेटर हैं, जिन्हें व्यापक रूप से सभी समय के महानतम बल्लेबाजों में से एक माना जाता है। उन्होंने कई मौकों पर टेस्ट बल्लेबाजी रैंकिंग में शीर्ष स्थान हासिल किया और कई क्रिकेट रिकॉर्ड बनाए।",https://en.wikipedia.org/wiki/Brian_Lara#/media/File:Brian_Lara_at_2012_Mumbai_Marathon_pre_bash.jpg,ब्रायन लारा
SF68,ग्राहम गूच,"ग्राहम एलन गूच, ओबीई, डीएल एक पूर्व अंग्रेजी प्रथम श्रेणी के क्रिकेटर हैं जिन्होंने एसेक्स और इंग्लैंड की कप्तानी की। वह अपनी पीढ़ी के सबसे सफल अंतरराष्ट्रीय बल्लेबाजों में से एक थे, और 1973 से 2000 तक फैले करियर के माध्यम से, वह प्रथम श्रेणी और सीमित ओवरों के खेल में 67,057 रन के साथ, अब तक के सबसे विपुल रन स्कोरर बन गए।",https://en.wikipedia.org/wiki/Graham_Gooch#/media/File:Graham_Gooch_01.jpg,ग्राहम गूच
SF69,आंद्रे रसेल,"आंद्रे ड्वेन रसेल एक जमैका निवासी क्रिकेटर हैं। रसेल अंतरराष्ट्रीय स्तर पर वेस्टइंडीज के लिए और जमैका में वेस्टइंडीज के घरेलू क्रिकेट में एक ऑलराउंडर के रूप में खेलते हैं। वह मुख्य रूप से वेस्टइंडीज के लिए मध्य क्रम में बल्लेबाजी करते हैं। व्यापक रूप से क्रिकेट गेंद के सबसे शक्तिशाली स्ट्राइकरों में से एक के रूप में माना जाता है, रसेल ने 2018 कैरिबियन प्रीमियर लीग में ट्रिनबागो नाइट राइडर्स के खिलाफ रिकॉर्ड 40 गेंदों में शतक बनाया।",https://en.wikipedia.org/wiki/Andre_Russell#/media/File:Andre_Russell_2018_.jpg,आंद्रे रसेल
SF70,ड्वेन ब्रावो,"ड्वेन जॉन ब्रावो एक पूर्व त्रिनिदादी क्रिकेटर हैं, जिन्होंने खेल के सभी प्रारूपों और वेस्ट इंडीज के पूर्व कप्तान को सभी प्रारूपों में खेला और चेन्नई सुपर किंग्स और क्व़ेटा ग्लैडिएटर्स के लिए लीग क्रिकेट खेला। एक वास्तविक ऑलराउंडर, ब्रावो दाएं हाथ से बल्लेबाजी करते हैं और दाएं हाथ की मध्यम तेज गति से गेंदबाजी करते हैं।",https://en.wikipedia.org/wiki/Dwayne_Bravo#/media/File:Dwayne_Bravo_2010.jpg,ड्वेन ब्रावो
SF71,ग्लेन मैक्सवेल,"ग्लेन जेम्स मैक्सवेल एक ऑस्ट्रेलियाई अंतरराष्ट्रीय क्रिकेटर हैं, जो वर्तमान में ऑस्ट्रेलिया के लिए एकदिवसीय और ट्वेंटी 20 क्रिकेट खेलते हैं। उन्होंने ऑस्ट्रेलिया के लिए टेस्ट क्रिकेट भी खेला है। वह ऑस्ट्रेलियाई घरेलू क्रिकेट में विक्टोरिया और मेलबोर्न सितारों और अंग्रेजी काउंटी क्रिकेट में लंकाशायर काउंटी क्रिकेट क्लब का प्रतिनिधित्व करते हैं।",https://en.wikipedia.org/wiki/Glenn_Maxwell#/media/File:Glenn_Maxwell_3.jpg,ग्लेन मैक्सवेल
SF72,मोहित शर्मा,मोहित महिपाल शर्मा (जन्म 18 सितंबर 1988) एक भारतीय क्रिकेटर हैं जो हरियाणा के लिए खेलते हैं। वह  दाहिने हाथ के मध्यम-तेज गेंदबाज हैं।,,
SF73,माइक हसी,"माइकल एडवर्ड किलेन हसी (जन्म 27 मई 1975) को माइक हसी के नाम से भी जाना जाता है, जो एक ऑस्ट्रेलियाई क्रिकेट कोच, कमेंटेटर और पूर्व अंतरराष्ट्रीय क्रिकेटर हैं, जिन्होंने खेल के सभी रूपों को खेला है। हसी को उनके उपनाम 'मिस्टर क्रिकेट' से भी जाना जाता है।",https://en.wikipedia.org/wiki/Michael_Hussey#/media/File:Mike_Hussey_3.jpg,माइक हसी एक प्रशिक्षण सत्र में एन: एडिलेड ओवल
SF74,नाथन एस्टल,"नाथन जॉन एस्टल  एमएनजेडएम (जन्म 15 सितंबर 1971) न्यूजीलैंड के पूर्व क्रिकेटर हैं, जिन्होंने खेल के सभी प्रारूप खेले।",https://en.wikipedia.org/wiki/Nathan_Astle#/media/File:Australia_vs._New_Zealand_(cropped).jpg,ऑस्ट्रेलिया बनाम न्यूजीलैंड
SF75,रॉस टेलर,"लुटेरू रॉस पोउटोआ लोटे टेलर (जन्म 8 मार्च 1984) न्यूजीलैंड के एक क्रिकेटर हैं, जो खेल के सभी प्रारूपों में मुख्य रूप से चौथे नंबर पर खेलते हैं। टेलर को न्यूजीलैंड का प्रतिनिधित्व करने वाले महानतम बल्लेबाजों में से एक माना जाता है।",https://en.wikipedia.org/wiki/Ross_Taylor#/media/File:Ross_Taylor_(6159940521)_(cropped).jpg,"रॉस टेलर, भारत बनाम न्यू जीलैंड एक दिवसीय अंतरराष्ट्रीय, 10 दिसंबर 2010"
SF76,डेविड गॉवर,"डेविड इवन गॉवर ओबीई (जन्म 1 अप्रैल 1957) एक ब्रिटिश क्रिकेट कमेंटेटर और पूर्व क्रिकेटर हैं, जो 1980 के दशक के दौरान इंग्लैंड क्रिकेट टीम के कप्तान थे। अपने युग के सबसे स्टाइलिश बाएं हाथ के बल्लेबाजों में से एक के रूप में वर्णित, गॉवर ने 117 टेस्ट मैच और 114 एक दिवसीय अंतरराष्ट्रीय मैच खेले।",https://en.wikipedia.org/wiki/David_Gower#/media/File:David_Gower.jpg,"सिडनी क्रिकेट ग्राउंड, ऑस्ट्रेलिया में,2007 ईस्वी।"
SF77,रोजर बिन्नी,रोजर माइकल हम्फ्रे बिन्नी (जन्म 19 जुलाई 1955) एक भारतीय पूर्व क्रिकेटर हैं। उन्होंने भारत के लिए 27 टेस्ट और 72 वनडे खेले।,https://en.wikipedia.org/wiki/Roger_Binny#/media/File:Roger_Binny_2018.jpg,"रोजर बिन्नी 2018 में ब्रिटिश लाइब्रेरी, बैंगलोर में"
SF78,गॉर्डन ग्रीनिज,"कथबर्ट गॉर्डन ग्रीनिज एमबीई (जन्म 1 मई 1951) बारबेडियन पूर्व प्रथम श्रेणी क्रिकेटर हैं, जिन्होंने वेस्ट इंडीज के लिए 17 साल तक टेस्ट और एक दिवसीय अंतरराष्ट्रीय मैच खेले।",N/A,लागू नहीं
SF79,माइक हेंड्रिक,"माइकल हेंड्रिक (जन्म 22 अक्टूबर 1948) एक पूर्व अंग्रेजी क्रिकेटर हैं, जो 1973 से 1981 तक इंग्लैंड के लिए तीस टेस्ट और बीस दो वनडे खेले। वह 1969 से 1981 तक डर्बीशायर और 1982 से 1984 तक नॉटिंघमशायर के लिए खेले।",N/A,लागू नहीं
SF80,ग्लेन टर्नर,ग्लेन मैटलैंड टर्नर (जन्म 26 मई 1947) न्यूजीलैंड के लिए क्रिकेट खेलते थे और देश के सर्वश्रेष्ठ और सबसे शानदार बल्लेबाजों में से एक थे। वह न्यूजीलैंड क्रिकेट चयन पैनल के वर्तमान प्रमुख हैं।,N/A,लागू नहीं
SF81,गैरी गिल्मर,"गैरी ""गस"" जॉन गिल्मर (26 जून 1951 - 10 जून 2014) एक ऑस्ट्रेलियाई क्रिकेटर थे, जिन्होंने 1973 और 1977 के बीच 15 टेस्ट और 5 एक दिवसीय अंतरराष्ट्रीय (एकदिवसीय) खेले।",N/A,लागू नहीं
SF82,एंड्रयू फ्लिंटॉफ,"एंड्रयू ""फ्रेडी"" फ्लिंटॉफ एमबीई (जन्म 6 दिसंबर 1977) एक अंग्रेजी प्रस्तुतकर्ता और पूर्व अंतरराष्ट्रीय क्रिकेटर हैं। मुख्य रूप से लंकाशायर के लिए खेलते हुए, फ्लिंटॉफ ने सभी प्रकार के खेल खेले और एक तेज गेंदबाज, मध्य क्रम के बल्लेबाज और स्लिप फील्डर के रूप में खेल के प्रमुख ऑलराउंडर थे।",https://en.wikipedia.org/wiki/Andrew_Flintoff#/media/File:Andrew_Flintoff.jpg,एडिलेड ओवल में प्रशिक्षण के बाद एंड्रयू फ्लिंटॉफ
SF83,जो रूट,जोसेफ एडवर्ड रूट (जन्म 30 दिसंबर 1990) एक अंग्रेजी अंतरराष्ट्रीय क्रिकेटर हैं जो इंग्लैंड टेस्ट टीम के वर्तमान कप्तान हैं। वह घरेलू रूप से यॉर्कशायर का भी प्रतिनिधित्व करते हैं। उन्हें अक्सर दुनिया के सर्वश्रेष्ठ बल्लेबाजों में से एक माना जाता है।,https://en.wikipedia.org/wiki/Joe_Root#/media/File:Joe_root_training.jpg,ऑस्ट्रेलिया में प्रशिक्षण में जो रूट
SF84,केविन पीटरसन,"केविन पीटर पीटरसन एमबीई (जन्म 27 जून 1980) एक पूर्व अंग्रेजी क्रिकेटर हैं। वह दाएं हाथ के बल्लेबाज हैं और कभी-कभार ऑफ स्पिन गेंदबाज हैं, जो 2005 से 2014 के बीच इंग्लैंड के लिए तीनों प्रारूपों में खेले।",https://en.wikipedia.org/wiki/Kevin_Pietersen#/media/File:Kevin_Pietersen_2014.jpg,2014 में केविन पीटरसन
SF86,काइल मिल्स,काइल डेविड मिल्स (जन्म 15 मार्च 1979) न्यूजीलैंड के पूर्व अंतरराष्ट्रीय क्रिकेटर हैं जिन्होंने सीमित ओवरों के मैचों में न्यूजीलैंड क्रिकेट टीम की कप्तानी की। मिल्स ने 1998 और 2015 के बीच एक ऑलराउंडर के रूप में शीर्ष श्रेणी क्रिकेट खेला।,https://en.wikipedia.org/wiki/Kyle_Mills#/media/File:Kyle_Mills.JPG,काइल मिल्स
SF87,एंड्रयू टाई,एंड्रयू जेम्स टाय (जन्म 12 दिसंबर 1986) एक ऑस्ट्रेलियाई क्रिकेटर हैं जो ऑस्ट्रेलियाई राष्ट्रीय क्रिकेट टीम के लिए वन डे इंटरनेशनल (ओडीआई) और ट्वेंटी 20 अंतरराष्ट्रीय (टी20) खेलते हैं। वह पोर गेंद के उपयोग और गति की व्यापक विविधता के लिए सबसे ज्यादा प्रसिद्ध हैं।,"https://en.wikipedia.org/wiki/Andrew_Tye#/media/File:2018.02.03.20.38.56-AUSvNZL_T20_NZL_innings,_SCG-0001_(38618205890)_(Tye_cropped).jpg",एंड्रयू टाई
SF88,सुरेश रैना,"सुरेश कुमार रैना (जन्म 27 नवंबर 1986) एक भारतीय अंतरराष्ट्रीय क्रिकेटर हैं। एक  बाएं हाथ के मध्य क्रम के आक्रामक बल्लेबाज और एक सामयिक ऑफ-स्पिन गेंदबाज, उन्हें विश्व क्रिकेट में सर्वश्रेष्ठ क्षेत्ररक्षकों में से एक माना जाता है।",https://en.wikipedia.org/wiki/Suresh_Raina#/media/File:Suresh_Raina1.jpg,भारतीय क्रिकेटर सुरेश रैना
SF89,स्टीव स्मिथ,"स्टीवन पीटर डेवर्क्स स्मिथ (जन्म 2 जून 1989) एक ऑस्ट्रेलियाई  अंतरराष्ट्रीय क्रिकेटर और ऑस्ट्रेलियाई राष्ट्रीय टीम के पूर्व कप्तान हैं। 30 दिसंबर 2017 को, वह 947 की टेस्ट बल्लेबाजी रेटिंग तक पहुंच गए, जो अब तक का दूसरी सर्वोच्च रेटिंग थी। ","https://en.wikipedia.org/wiki/Steve_Smith_(cricketer)#/media/File:Steve_Smith_(cricketer),_2014_(cropped).jpg",स्टीव स्मिथ
SF90,रविचंद्रन अश्विन,"रविचंद्रन अश्विन (इस इसके उच्चारण के बारे में (मदद · जानकारी) के बारे में; जन्म 17 सितंबर 1986) एक भारतीय अंतरराष्ट्रीय क्रिकेटर हैं। एक गेंदबाज जो दाएं हाथ से बल्लेबाजी करता है और दाएं हाथ से ऑफ-ब्रेक गेंदबाजी  करता है, अश्विन घरेलू क्रिकेट में तमिलनाडु के लिए खेलते हैं और इंडियन प्रीमियर लीग में किंग्स इलेवन पंजाब की कप्तानी करते हैं।",https://en.wikipedia.org/wiki/Ravichandran_Ashwin#/media/File:Ravichandran_Ashwin_(cropped).jpg,रविचंद्रन अश्विन को 2014 CEAT क्रिकेट रेटिंग अवार्ड में वीवीएस लक्ष्मण से पुरस्कार मिला। 
SF91,पृथ्वी शॉ,पृथ्वी पंकज शॉ (जन्म 9 नवंबर 1999) एक भारतीय क्रिकेटर और भारत के पूर्व अंडर -19 क्रिकेट टीम के कप्तान हैं।,no image available,
SF92,ऋषभ पंत,"ऋषभ राजेंद्र पंत (जन्म 4 अक्टूबर 1997) एक पेशेवर भारतीय क्रिकेटर हैं जो भारत, दिल्ली और दिल्ली कैपिटल्स के लिए खेलते हैं। दिसंबर 2015 में, उन्हें 2016 अंडर -19 क्रिकेट विश्व कप के लिए भारत की टीम में नामित किया गया था।",no image available,
SF93,श्रेयस अय्यर,"श्रेयस संतोष अय्यर (जन्म 6 दिसंबर 1994) एक भारतीय क्रिकेटर हैं जो वर्तमान में इंडियन प्रीमियर लीग में दिल्ली कैपिटल्स की कप्तानी कर रहे हैं। दाएं हाथ के शीर्ष क्रम के बल्लेबाज, अय्यर ने भारत की राष्ट्रीय क्रिकेट टीम के लिए एक दिवसीय अंतरराष्ट्रीय और ट्वेंटी 20 अंतरराष्ट्रीय मैच खेले हैं।",no image available,
SF94,बोगरा,"बोगरा, जिसे आधिकारिक तौर पर बोगुरा के रूप में जाना जाता है, बोगरा जिला, राजशाही डिवीजन, बांग्लादेश में स्थित एक प्रमुख शहर है। यह प्रमुख वाणिज्यिक केंद्र है। बोगरा 1279 से 1282 तक बंगाल के राज्यपाल नसीरुद्दीन बुघरा खान के नाम पर है।",https://en.wikipedia.org/wiki/Bogra#/media/File:Bogra_Sathmatha.jpg,बोगरा शतमथ (बोगरा का हृदय स्थल)
SF95,गाले,"गाले (पूर्व में प्वाइंट डी गेल) श्रीलंका का एक प्रमुख शहर है, जो दक्षिण-पश्चिमी छोर पर स्थित है, जो कोलंबो से 119 किमी दूर है। पुर्तगाली दक्षिण और दक्षिण पूर्व एशिया में पुर्तगालियों द्वारा बनाए गए किलेबंद शहर का सबसे अच्छा उदाहरण है, जो पुर्तगालियों की स्थापत्य शैली और देशी परंपराओं के बीच परस्पर अंतःक्रिया को दर्शाता है।",https://en.wikipedia.org/wiki/Galle#/media/File:GalleLighthouse.JPG,गैल किले में प्रकाशस्तंभ
SF96,नांगरहार,"नांगरहार जिसे नंग्राहार या निंगरहार भी कहा जाता है, अफगानिस्तान के 34 प्रांतों में से एक है, जो देश के पूर्वी हिस्से में स्थित है। यह बाईस जिलों में विभाजित है और इसकी आबादी लगभग 1,436,000 है। ",https://en.wikipedia.org/wiki/Nangarhar_Province#/media/File:Branches_of_the_Kunar_River_meet_in_Nangarhar_Province.jpg,कुंअर नदी की शाखाएँ नांगरहार में काबुल नदी से मिलती हैं
SF97,सियालकोट,"सियालकोट पंजाब, पाकिस्तान का एक शहर है। यह उत्तर-पूर्व पंजाब में स्थित है - पाकिस्तान के सबसे अधिक औद्योगिक क्षेत्रों में से एक।",https://en.wikipedia.org/wiki/Sialkot#/media/File:Jagannath_Hindu_Temple_Sialkot.jpg,सियालकोट में जगन्नाथ मंदिर हिंदू भगवान जगन्नाथ को समर्पित है।
SF98,अयोध्या,"अयोध्या उत्तर प्रदेश के फैजाबाद जिले में स्थित एक शहर है। इस शहर की पहचान अयोध्या के पौराणिक शहर से की जाती है, और इस तरह, राम की जन्मभूमि और महाकाव्य रामायण का स्थल है।",https://en.wikipedia.org/wiki/Ayodhya#/media/File:Kanak_Bhawan.jpg,'कनक भवन' भगवान राम और उनकी दिव्य पत्नी गीता को समर्पित अयोध्या में सबसे महत्वपूर्ण मंदिरों में से एक है।
SF99,जोहानसबर्ग,"जोहान्सबर्ग (जोज़ी, जो'बर्ग और ईगोली के रूप में भी जाना जाता है) दक्षिण अफ्रीका का सबसे बड़ा शहर और दुनिया के 50 सबसे बड़े शहरी क्षेत्रों में से एक है।",https://en.wikipedia.org/wiki/Johannesburg#/media/File:Johannesburg_view_topofCC_03.jpg,जोहान्सबर्ग सेंट्रल बिजनेस डिस्ट्रिक्ट
SF100,वेस्टइंडीज क्रिकेट टीम,"वेस्टइंडीज क्रिकेट टीम, जिसे परंपरागत रूप से विंडीज (जून 2017 में आधिकारिक बन गया एक उपनाम) के रूप में जाना जाता है, एक बहु-राष्ट्रीय क्रिकेट टीम है जो एंग्लोफोन कैरेबियन क्षेत्र का प्रतिनिधित्व करती है।",https://en.wikipedia.org/wiki/West_Indies_cricket_team#/media/File:West_indies_cricket_board_flag.png,वेस्टइंडीज क्रिकेट बोर्ड का झंडा
